Product ID,Product Name,total_sales,total_profit,total_quantity,profit_margin
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,4334.1,-2019.2395999999999,18,-0.46589594148727526
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,4190.85,54.997999999999976,20,0.013123352064616955
FUR-TA-10003954,Hon 94000 Series Round Tables,4116.284,44.42699999999999,15,0.010792987072806444
TEC-PH-10003505,Geemarc AmpliPOWER60,4046.68,132.704,27,0.03279330216374905
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,4001.398,48.82620000000001,21,0.012202285301287202
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3906.9316,-176.19600000000003,6,-0.04509830681448327
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,3869.9,-964.1940000000001,17,-0.24915217447479265
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,3831.1040000000003,194.23960000000002,21,0.050700685755333194
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,3824.4480000000003,155.3038,9,0.04060816096858945
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,3819.0879999999997,238.69299999999998,14,0.0625
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3767.8874,69.22540000000001,17,0.018372470472445647
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,3734.23,347.70599999999996,20,0.09311317192567141
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,3683.385,-350.73850000000004,23,-0.09522178648172809
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",3678.288,311.823,19,0.08477394918505565
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,3624.315,15.015600000000003,26,0.004143017370178918
OFF-ST-10002743,SAFCO Boltless Steel Shelving,3526.656,-257.9628,33,-0.07314657284407666
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3505.84,206.87040000000002,8,0.05900737055883897
OFF-FA-10003472,Bagged Rubber Bands,3492.6140000000005,-0.8064,14,-0.00023088723804004675
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,3488.526,-120.29400000000001,12,-0.03448275862068966
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,3295.996,-461.3308,22,-0.13996703879494998
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",3211.38,236.628,24,0.07368421052631578
FUR-CH-10000309,Global Comet Stacking Arm Chair,3153.5739999999996,-42.251000000000005,10,-0.013397814669958596
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,3065.8799999999997,231.971,13,0.0756621263715475
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",3060.634,-51.4178,22,-0.016799721887687323
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",3043.0860000000002,-373.01800000000003,40,-0.12257885580624406
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,3009.98,-3839.9904,4,-1.2757527956996393
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2968.696,-897.792,15,-0.302419648222654
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,2907.9680000000003,118.9632,9,0.04090939102493562
TEC-MA-10001148,Okidata MB491 Multifunction Printer,2892.2999999999997,-434.13,9,-0.15009853749611038
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",2875.064,110.019,47,0.0382666264124903
FUR-TA-10002645,Hon Rectangular Conference Tables,2866.56,282.162,12,0.09843226724715337
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,2860.428,-412.46799999999996,15,-0.14419800113829118
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",2818.192,-751.6224,16,-0.2667037590057739
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,2791.5080000000003,187.98,17,0.0673399467241362
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2755.7915,68.39430000000002,26,0.02481838702238541
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",2719.542,-377.44999999999993,24,-0.13879175243478495
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,2709.8968,-562.744,19,-0.20766252058011953
TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,2693.56,162.2225,11,0.060226057708014674
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,2672.312,264.3983999999999,21,0.09893994413825928
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",2644.704,-33.05879999999996,6,-0.012499999999999985
TEC-PH-10002200,Samsung Galaxy Note 2,2557.902,-128.79719999999998,14,-0.0503526718380923
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",2529.78,-249.66969999999998,27,-0.09869225782479107
OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",2478.176,63.9584,8,0.025808659271980682
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,2465.89,-351.6921,13,-0.14262278528239297
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",2464.956,104.50959999999999,16,0.0423981604539797
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2434.3360000000002,98.7696,36,0.04057352805857531
OFF-PA-10002377,Xerox 1916,2432.52,146.82,10,0.06035716047555621
OFF-SU-10000646,Premier Automatic Letter Opener,2411.626,-442.2808,12,-0.18339526941573858
TEC-MA-10000112,Panasonic KX MB2061 Multifunction Printer,2396.4,179.73,10,0.075
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",2299.464,-302.56379999999996,21,-0.13158014215486738
OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",2235.84,111.792,8,0.049999999999999996
TEC-MA-10001972,Okidata C331dn Printer,2233.6,167.52,8,0.07500000000000001
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,2224.6220000000003,177.63479999999998,16,0.07984943059989516
OFF-ST-10001809,Fellowes Officeware Wire Shelving,2223.09,-46.7116,24,-0.021012014808217388
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,2218.46,125.9676,22,0.05678155116612425
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,2209.448,-477.666,10,-0.21619246074132545
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2181.252,85.794,10,0.03933245677253247
OFF-SU-10003505,Premier Electric Letter Opener,2149.6079999999997,-7.105427357601002e-15,24,-3.3054526023354038e-18
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,2145.136,-78.5088,6,-0.03659851869531815
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2131.62,148.372,22,0.06960527673788013
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,2119.83,-34.1572,12,-0.016113178886986223
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),2100.4519999999998,36.1828,14,0.017226197028068248
TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,2094.702,10.299500000000009,13,0.0049169285177557516
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,2069.84,-47.3062,21,-0.022855003285278085
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",2063.14,11.7585,9,0.0056993223920819725
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.496,-529.76,19,-0.25735294117647056
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,2041.264,-53.23499999999999,29,-0.026079429216407088
FUR-TA-10002533,BPI Conference Tables,2019.7675,-620.7125,22,-0.30731878792979883
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",1994.25,7.136999999999993,30,0.003578789018427977
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",1940.704,-331.536,16,-0.17083285240819826
OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1862.2399999999998,0.0,12,0.0
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,1857.578,-47.394,10,-0.02551386805829957
FUR-CH-10002961,"Leather Task Chair, Black",1849.9160000000002,54.588,17,0.029508366866387446
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",1841.452,-51.5144,16,-0.027974880691975682
OFF-SU-10000157,Compact Automatic Electric Letter Opener,1839.926,-11.931000000000001,15,-0.0064844999201054835
TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",1791.292,67.5798,23,0.03772684743749205
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1754.248,-343.0956,26,-0.19557987240116562
TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,1740.8799999999999,125.09100000000001,15,0.0718550388309361
TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,1739.8600000000001,124.7896,18,0.07172393181060545
FUR-TA-10002774,Laminate Occasional Tables,1726.256,-192.6625,15,-0.11160714285714285
OFF-ST-10004123,Safco Industrial Wire Shelving System,1705.916,-72.784,15,-0.04266564121562844
FUR-CH-10000988,Hon Olson Stacker Stools,1678.4769999999999,126.729,15,0.07550237506978053
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",1661.309,-72.039,15,-0.043362794037713634
TEC-PH-10002483,Motorola Moto X,1648.952,142.79579999999999,6,0.08659791188585234
TEC-PH-10000675,Panasonic KX TS3282B Corded phone,1640.5520000000001,29.5164,6,0.01799174911858935
FUR-CH-10000513,High-Back Leather Manager's Chair,1623.8809999999999,-227.4825,15,-0.1400856959346159
TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82,-22.497500000000002,5,-0.013888888888888892
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,1613.238,-272.5944,9,-0.16897345586949972
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,1608.7820000000002,-395.6308,8,-0.24591945956630543
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,1555.524,-48.588,15,-0.031235776497180373
OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,1553.208,84.9888,32,0.05471823477602484
FUR-CH-10003061,"Global Leather Task Chair, Black",1546.849,46.794799999999995,18,0.030251692311272785
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",1544.81,-8.713999999999999,8,-0.005640823143299175
OFF-AR-10004441,BIC Brite Liner Highlighters,1540.896,24.6744,18,0.0160130209955766
TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,1511.92,132.29299999999998,10,0.08749999999999998
TEC-PH-10002645,LG G2,1499.97,-374.9925,5,-0.25
FUR-TA-10001039,KI Adjustable-Height Table,1492.381,-282.8742,26,-0.18954556510703363
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1482.15,5.232500000000016,15,0.0035303444320750367
OFF-LA-10001297,Avery 473,1480.4,119.232,24,0.08054039448797622
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,1473.2440000000001,12.0684,14,0.008191718411885608
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,1465.416,37.628,37,0.0256773503223658
TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,1465.288,106.6716,14,0.07279906748707421
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1463.308,-288.781,15,-0.19734806342888853
OFF-PA-10002254,Xerox 1883,1460.456,124.5136,12,0.08525665956386225
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",1449.4080000000001,55.8626,13,0.03854166666666666
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1444.5238,1.0161999999999978,27,0.0007034844285708535
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",1440.2982,73.71539999999999,18,0.05118065134011831
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,1427.496,11.4208,9,0.008000582838761018
FUR-CH-10003396,Global Deluxe Steno Chair,1425.66,-130.0962,21,-0.09125331425445057
FUR-CH-10003817,"Global Value Steno Chair, Gray",1425.246,85.036,22,0.05966408605952937
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,1405.1580000000001,-56.99,15,-0.04055771664111794
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,1404.4,-55.656,4,-0.03962973511819994
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,1395.564,-217.5208,16,-0.15586587214918127
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1392.277,-454.88480000000004,27,-0.32672004206059574
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,1384.6000000000001,-78.255,3,-0.05651812797919976
TEC-MA-10003230,Okidata C610n Printer,1362.9,-19.47,3,-0.014285714285714284
FUR-TA-10001768,Hon Racetrack Conference Tables,1360.55,-346.5132,8,-0.2546861195839918
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",1354.1779999999999,-285.0711,11,-0.21051228125106156
FUR-CH-10004860,Global Low Back Tilter Chair,1353.348,-151.47,15,-0.11192243236772803
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1352.836,127.483,21,0.09423389087812566
OFF-FA-10000611,Binder Clips by OIC,1352.72,9.176,15,0.006783369803063457
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",1348.44,-326.6928,6,-0.24227462845955325
FUR-CH-10004886,Bevis Steel Folding Chairs,1345.5149999999999,71.003,18,0.05277012890974832
TEC-PH-10001363,Apple iPhone 5S,1332.978,56.99900000000001,3,0.042760645712082275
TEC-PH-10002496,Cisco SPA301,1332.118,77.995,11,0.058549617976785845
TEC-PH-10000576,AT&T 1080 Corded phone,1330.562,20.548499999999997,5,0.015443474261252012
FUR-BO-10001798,Bush Somerset Collection Bookcase,1319.9569999999999,-56.3214,12,-0.04266911725154683
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1315.48,75.80879999999999,12,0.057628242162556624
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,1315.3519999999999,-3.198000000000002,25,-0.00243128835475219
OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",1314.392,48.5568,6,0.03694240378821539
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,1300.134,-90.58800000000001,10,-0.06967589494621325
FUR-CH-10004289,Global Super Steno Chair,1298.142,-116.1358,17,-0.08946309417613789
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,1291.672,-0.19680000000000142,32,-0.0001523606612204967
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",1290.312,-74.1576,22,-0.057472611275412464
OFF-AR-10001547,Newell 311,1289.598,10.6522,26,0.008260093455479926
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,1286.976,62.14880000000001,14,0.04829056641304889
OFF-SU-10002557,Fiskars Spring-Action Scissors,1281.124,11.7432,4,0.00916632582013919
OFF-ST-10001325,Sterilite Officeware Hinged File Box,1265.4,69.5872,32,0.05499225541330804
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",1261.12,-42.249199999999995,9,-0.03350133214920071
OFF-ST-10002554,Tennsco Industrial Shelving,1251.048,-92.929,15,-0.07428092287426222
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,1250.59,7.9534,7,0.006359718213003463
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,1242.2839999999999,83.0808,42,0.06687746119244875
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,1238.454,-83.2238,39,-0.06719975065686735
OFF-BI-10004182,Economy Binders,1232.624,8.5904,17,0.006969197419488831
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,1232.6039999999998,-12.097999999999999,11,-0.009814993298739904
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",1232.172,-153.862,14,-0.12487055378632203
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1229.2008,-5.748999999999995,11,-0.00467702266383165
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,1227.908,40.0728,17,0.032635018258696906
TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",1227.858,75.2498,18,0.061285425513373695
TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1223.932,-129.59279999999998,8,-0.10588235294117646
TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone,1223.536,120.9536,8,0.09885577539197865
OFF-PA-10003172,Xerox 1996,1216.336,69.4656,24,0.057110535246839685
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",1209.24,-394.308,8,-0.32607919023518905
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",1204.664,-153.882,10,-0.12773852294083662
FUR-CH-10003833,Novimex Fabric Task Chair,1200.836,-30.49,22,-0.0253906445176527
OFF-BI-10001670,Vinyl Sectional Post Binders,1196.89,45.23999999999999,29,0.03779795971225425
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1188.5819999999999,12.294000000000011,30,0.010343417618641383
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1185.9119999999998,91.5288,12,0.07718009430716614
OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,1184.7,34.491,10,0.029113699670802733
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1180.132,49.9038,17,0.04228662556391996
FUR-CH-10003846,Hon Valutask Swivel Chairs,1180.114,90.882,10,0.0770112040023252
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,1179.914,-120.1411,13,-0.10182191244446628
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,1175.8400000000001,-219.168,10,-0.186392706490679
OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",1171.8,33.294000000000004,10,0.028412698412698417
OFF-AR-10002375,Newell 351,1171.4560000000001,7.8392,11,0.006691843312937062
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",1166.46,24.506999999999998,7,0.021009721722133633
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,1164.748,-3.137400000000001,21,-0.0026936298667179517
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,1138.376,-133.047,10,-0.11687438948115561
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,1137.192,-161.56800000000004,16,-0.14207627208070409
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.86,56.7514,18,0.049963375768140444
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,1122.8700000000001,43.194599999999994,14,0.03846803280878462
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1119.586,-95.9194,7,-0.0856739902070944
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1113.4969999999998,63.441,9,0.05697455853046754
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,1112.92,-149.589,10,-0.1344112784387018
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",1112.25,47.6,22,0.04279613396268825
OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1110.721,10.9728,22,0.009878988512866867
OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,1098.7359999999999,-90.15899999999999,21,-0.08205701824642135
OFF-ST-10001963,Tennsco Regal Shelving Units,1090.664,-27.380699999999997,11,-0.025104615170208237
TEC-AC-10001142,First Data FD10 PIN Pad,1087.4,7.900000000000006,15,0.007265035865366935
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1080.352,-9.303200000000004,6,-0.008611267438760704
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,1074.35,-183.372,10,-0.17068180760459817
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,1073.568,88.52799999999999,15,0.0824614742615279
OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,1071.94,10.374,10,0.009677780472787657
FUR-FU-10001940,Staple-based wall hangings,1064.16,51.2624,26,0.04817170350323259
TEC-MA-10002073,"3D Systems Cube Printer, 2nd Generation, White",1053.992,103.9992,1,0.09867171667337134
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1052.5,-986.5625,13,-0.9373515439429929
FUR-CH-10003968,Novimex Turbo Task Chair,1049.406,-18.4548,17,-0.01758594862236351
FUR-TA-10004086,KI Adjustable-Height Table,1048.9660000000001,8.881784197001252e-16,15,8.467180248932045e-19
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,1029.728,100.0728,9,0.09718372230336554
FUR-BO-10004467,Bestar Classic Bookcase,1028.9075,-451.95480000000003,17,-0.4392569788829414
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",1023.586,26.211599999999997,19,0.02560761870521871
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,1021.1,45.255,14,0.04431985114092645
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,43.1991,3,0.04285714285714286
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,88.0299,3,0.0875
OFF-ST-10002790,Safco Industrial Shelving,987.96,-79.01950000000001,11,-0.07998248916960202
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,985.84,12.097999999999999,10,0.012271768238253671
TEC-PH-10002563,Adtran 1202752G1,977.712,83.1534,11,0.08504897147626296
TEC-AC-10002076,Microsoft Natural Keyboard Elite,973.904,-2.994,1,-0.0030742249749461962
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",970.4079999999999,-332.94,15,-0.3430928022027848
OFF-ST-10001031,Adjustable Personal File Tote,968.0799999999999,46.5608,11,0.048096025121890755
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,965.416,48.58,20,0.05032027644041532
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,946.124,-6.628399999999999,6,-0.007005847013710676
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",933.864,-52.5096,18,-0.056228315900388064
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,929.22,-2.0589999999999975,7,-0.0022158369385075626
OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,923.96,8.022000000000006,23,0.008682194034373788
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",922.082,39.0726,21,0.04237432245722181
FUR-FU-10001935,3M Hangers With Command Adhesive,913.68,17.02,20,0.018627966027493215
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,906.04,2.0879999999999996,32,0.0023045340161582267
TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,904.906,55.972,10,0.0618539384201232
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,904.8199999999999,77.974,22,0.08617625605092727
OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,885.348,-128.058,15,-0.1446414291329511
TEC-PH-10002890,AT&T 17929 Lendline Telephone,877.264,46.144800000000004,17,0.05260081343814405
