Product ID,Product Name,total_sales,total_profit,total_quantity,profit_margin
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,7275.8099999999995,2396.1805,29,0.3293352217828668
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,6651.5419999999995,1826.352,31,0.274575729958557
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,6603.5335000000005,90.2712,23,0.013670135844695872
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,6501.9,1062.5395999999998,11,0.16341986188652546
OFF-BI-10001120,Ibico EPK-21 Electric Binding System,6437.965999999999,-1285.1932,8,-0.19962721145156717
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",6198.504,1017.279,25,0.1641168578740935
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,5799.081,1190.2584,22,0.2052494869445693
OFF-ST-10004459,Tennsco Single-Tier Lockers,5719.692,-168.90299999999996,15,-0.029530086585081848
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5705.816,-66.82720000000003,23,-0.011712119703825016
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,5694.92,1749.975,10,0.307287020713197
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,5676.967000000001,-2719.984,7,-0.4791262658387832
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,5599.92,1889.973,10,0.33749999999999997
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,5575.434,608.7258,21,0.1091799849123853
FUR-TA-10001950,Balt Solid Wood Round Tables,5534.178,-647.4105,15,-0.11698403990619745
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,5322.408,-870.5484,13,-0.16356288356698698
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,5154.87,1753.7148,16,0.34020543680054005
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,5047.192,1641.0576,14,0.32514269320445904
FUR-CH-10000785,Global Ergonomic Managers Chair,4933.872,492.2656,32,0.09977267347024811
TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,4899.93,2400.9657,7,0.49
TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),4874.862,41.99880000000002,19,0.008615382343130947
FUR-TA-10004575,Hon 5100 Series Wood Tables,4828.974,-29.097999999999956,20,-0.006025710637497728
TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",4749.95,2799.984,5,0.5894765208054822
FUR-CH-10004287,SAFCO Arco Folding Chair,4748.780000000001,745.74,20,0.15703822876612517
OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,4694.21,1157.5746,37,0.24659625368272828
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,4685.21,956.5204,16,0.20415742303973566
TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,4657.860000000001,1847.944,14,0.3967366988273584
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",4652.798,698.2736,18,0.1500760617589674
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,4637.684,1637.5555,13,0.3530976884151658
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,4548.2,-3.579999999999984,17,-0.0007871245767556361
OFF-ST-10001496,Standard Rollaway File with Lock,4507.674,699.1372000000001,28,0.15509932617132474
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,4334.1,-2019.2395999999999,18,-0.46589594148727526
TEC-PH-10002624,Samsung Galaxy S4 Mini,4288.91,892.981,10,0.20820698032833518
TEC-AC-10004145,Logitech diNovo Edge Keyboard,4195.834,684.9725999999999,18,0.16325064337626322
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,4190.85,54.997999999999976,20,0.013123352064616955
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4134.96,956.9502,17,0.23142913111614138
FUR-TA-10003954,Hon 94000 Series Round Tables,4116.284,44.42699999999999,15,0.010792987072806444
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,4088.5240000000003,785.646,15,0.19215883286975932
TEC-PH-10002584,Samsung Galaxy S4,4050.336,500.792,8,0.12364208796504783
TEC-PH-10003505,Geemarc AmpliPOWER60,4046.68,132.704,27,0.03279330216374905
TEC-CO-10003236,Canon Image Class D660 Copier,4022.9339999999997,1691.9718,7,0.420581545707685
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,4001.398,48.82620000000001,21,0.012202285301287202
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3906.9316,-176.19600000000003,6,-0.04509830681448327
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,3874.2340000000004,584.2090000000001,15,0.15079342135761548
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,3869.9,-964.1940000000001,17,-0.24915217447479265
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,3852.5080000000003,1413.5734,31,0.3669228980186413
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,3847.876,779.9739999999999,14,0.20270247793847823
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,3831.1040000000003,194.23960000000002,21,0.050700685755333194
OFF-ST-10003306,Letter Size Cart,3828.068,965.7336,24,0.2522770232921672
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,3824.4480000000003,155.3038,9,0.04060816096858945
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,3819.0879999999997,238.69299999999998,14,0.0625
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,3788.384,698.5827999999999,22,0.18440126449694644
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3767.8874,69.22540000000001,17,0.018372470472445647
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,3734.23,347.70599999999996,20,0.09311317192567141
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,3728.68,1328.2014,19,0.3562122252378858
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,3683.385,-350.73850000000004,23,-0.09522178648172809
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",3678.288,311.823,19,0.08477394918505565
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,3629.3799999999997,1417.752,9,0.39063200877284826
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,3624.315,15.015600000000003,26,0.004143017370178918
TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,3548.4,404.6,30,0.11402322173373915
FUR-TA-10003392,Global Adaptabilities Conference Tables,3540.348,354.0348,14,0.1
OFF-ST-10002743,SAFCO Boltless Steel Shelving,3526.656,-257.9628,33,-0.07314657284407666
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3505.84,206.87040000000002,8,0.05900737055883897
OFF-FA-10003472,Bagged Rubber Bands,3492.6140000000005,-0.8064,14,-0.00023088723804004675
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,3488.526,-120.29400000000001,12,-0.03448275862068966
FUR-CH-10001394,Global Leather Executive Chair,3439.702,491.38599999999997,12,0.14285714285714285
TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3436.5,1668.205,5,0.48543721809981083
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",3436.284,793.9072,22,0.23103654994755962
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3411.7400000000002,882.1124,13,0.25855205848042345
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,3298.913,1086.3772,23,0.3293136860535576
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",3297.5840000000003,715.3024,16,0.21691711264974597
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,3295.996,-461.3308,22,-0.13996703879494998
OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,3280.074,408.3618,13,0.12449773999001243
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",3243.9919999999997,437.842,25,0.13497012323088345
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",3211.38,236.628,24,0.07368421052631578
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,3210.898,1799.964,12,0.5605796260111657
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,3193.82,491.37200000000007,10,0.1538508745013808
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",3165.68,609.8340000000001,14,0.1926391802077279
FUR-CH-10000309,Global Comet Stacking Arm Chair,3153.5739999999996,-42.251000000000005,10,-0.013397814669958596
OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",3114.92,505.32,16,0.16222567513772423
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3080.215,580.087,11,0.18832678887675047
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3079.868,522.794,29,0.16974558649916166
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,3065.8799999999997,231.971,13,0.0756621263715475
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",3060.634,-51.4178,22,-0.016799721887687323
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,3059.0559999999996,1136.646,9,0.3715675685570974
TEC-CO-10001943,Canon PC-428 Personal Copier,3053.85,1091.9454,18,0.3575635345547424
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",3043.0860000000002,-373.01800000000003,40,-0.12257885580624406
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1459.2,8,0.48000000000000004
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3029.0699999999997,1181.3373,11,0.39
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,3022.76,541.5,15,0.17914091757202025
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,3009.98,-3839.9904,4,-1.2757527956996393
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,2976.83,1461.9269000000002,17,0.4911019104214887
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2968.696,-897.792,15,-0.302419648222654
TEC-PH-10004094,Motorola L703CM,2911.186,413.37350000000004,25,0.14199487768902433
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,2907.9680000000003,118.9632,9,0.04090939102493562
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2907.8,627.1722,33,0.21568615448105094
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,2901.376,438.9246,23,0.15128152986720783
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2895.832,694.9359999999999,19,0.23997800977404765
TEC-MA-10001148,Okidata MB491 Multifunction Printer,2892.2999999999997,-434.13,9,-0.15009853749611038
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",2875.064,110.019,47,0.0382666264124903
FUR-TA-10002645,Hon Rectangular Conference Tables,2866.56,282.162,12,0.09843226724715337
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,2860.428,-412.46799999999996,15,-0.14419800113829118
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,2818.3099999999995,854.8575000000001,15,0.30332273596588033
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",2818.192,-751.6224,16,-0.2667037590057739
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,2791.5080000000003,187.98,17,0.0673399467241362
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2755.7915,68.39430000000002,26,0.02481838702238541
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",2719.542,-377.44999999999993,24,-0.13879175243478495
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,2709.8968,-562.744,19,-0.20766252058011953
TEC-PH-10000984,Panasonic KX-TG9471B,2708.266,509.574,15,0.18815507782470406
TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,2693.56,162.2225,11,0.060226057708014674
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,2672.312,264.3983999999999,21,0.09893994413825928
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",2644.704,-33.05879999999996,6,-0.012499999999999985
TEC-PH-10000895,Polycom VVX 310 VoIP phone,2612.856,460.7744,16,0.17634894536859283
TEC-PH-10002555,Nortel Meridian M5316 Digital phone,2612.5,290.024,12,0.11101397129186603
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,2580.638,417.3129,19,0.16170919749302307
TEC-CO-10002313,Canon PC1080F Personal Copier,2575.94,1037.9827,7,0.4029529802712796
FUR-TA-10004619,Hon Non-Folding Utility Tables,2564.891,446.068,19,0.17391304347826086
TEC-PH-10002200,Samsung Galaxy Note 2,2557.902,-128.79719999999998,14,-0.0503526718380923
TEC-PH-10003645,Aastra 57i VoIP phone,2551.794,455.74019999999996,17,0.17859599952033745
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,2540.636,822.9859999999999,10,0.3239291264077183
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",2529.78,-249.66969999999998,27,-0.09869225782479107
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",2507.3,451.4268,38,0.18004498863319107
OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",2478.176,63.9584,8,0.025808659271980682
OFF-PA-10000994,Xerox 1915,2473.79,1044.306,22,0.4221482017471168
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,2465.89,-351.6921,13,-0.14262278528239297
TEC-PH-10004977,GE 30524EE4,2465.394,697.7244,24,0.2830072596915544
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",2464.956,104.50959999999999,16,0.0423981604539797
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,2458.67,359.95,8,0.14640028958745988
FUR-CH-10002335,Hon GuestStacker Chair,2441.4,843.2124,22,0.345380683214549
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,2439.152,1031.3824,11,0.4228446607673486
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2434.3360000000002,98.7696,36,0.04057352805857531
OFF-PA-10002377,Xerox 1916,2432.52,146.82,10,0.06035716047555621
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,2423.86,911.1464,16,0.3759071893591214
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,2422.42,244.81799999999998,11,0.10106339941050684
OFF-SU-10000646,Premier Automatic Letter Opener,2411.626,-442.2808,12,-0.18339526941573858
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,2405.64,371.4108,21,0.15439167955305033
TEC-MA-10000112,Panasonic KX MB2061 Multifunction Printer,2396.4,179.73,10,0.075
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",2299.464,-302.56379999999996,21,-0.13158014215486738
OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,2290.56,476.6256,24,0.20808256496227998
TEC-PH-10002114,Xiaomi Mi3,2279.96,592.7896,4,0.25999999999999995
OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",2235.84,111.792,8,0.049999999999999996
TEC-MA-10001972,Okidata C331dn Printer,2233.6,167.52,8,0.07500000000000001
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,2224.6220000000003,177.63479999999998,16,0.07984943059989516
OFF-ST-10001809,Fellowes Officeware Wire Shelving,2223.09,-46.7116,24,-0.021012014808217388
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,2218.46,125.9676,22,0.05678155116612425
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2216.864,493.3392,11,0.22253922658313727
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,2209.448,-477.666,10,-0.21619246074132545
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2181.252,85.794,10,0.03933245677253247
OFF-ST-10003816,Fellowes High-Stak Drawer Files,2159.2799999999997,350.61809999999997,13,0.1623773202178504
OFF-SU-10003505,Premier Electric Letter Opener,2149.6079999999997,-7.105427357601002e-15,24,-3.3054526023354038e-18
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,2145.136,-78.5088,6,-0.03659851869531815
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2131.62,148.372,22,0.06960527673788013
TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,2126.866,883.443,14,0.41537313587221764
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,2119.83,-34.1572,12,-0.016113178886986223
FUR-CH-10002320,Hon Pagoda Stacking Chairs,2101.272,256.784,8,0.12220407448440754
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),2100.4519999999998,36.1828,14,0.017226197028068248
TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,2094.702,10.299500000000009,13,0.0049169285177557516
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,2088.874,503.9685,15,0.241263235599658
TEC-PH-10002834,Google Nexus 5,2082.806,791.956,20,0.38023512511486907
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,2069.84,-47.3062,21,-0.022855003285278085
